Above Median?,Date,Lower CI,Median,Number of Records,Upper CI,Year
above median,8/1/1998,0.64,0.60,1,0.55,1998/08
above median,9/1/1998,0.44,0.39,1,0.35,1998/09
above median,10/1/1998,0.44,0.40,1,0.36,1998/10
above median,11/1/1998,0.33,0.30,1,0.25,1998/11
above median,12/1/1998,0.51,0.47,1,0.42,1998/12
above median,1/1/1999,0.39,0.35,1,0.30,1999/01
above median,2/1/1999,0.62,0.59,1,0.53,1999/02
above median,3/1/1999,0.27,0.23,1,0.18,1999/03
above median,4/1/1999,0.37,0.33,1,0.28,1999/04
above median,5/1/1999,0.28,0.25,1,0.20,1999/05
above median,6/1/1999,0.31,0.27,1,0.23,1999/06
above median,7/1/1999,0.33,0.29,1,0.25,1999/07
above median,8/1/1999,0.27,0.22,1,0.18,1999/08
above median,9/1/1999,0.34,0.30,1,0.26,1999/09
above median,10/1/1999,0.29,0.25,1,0.21,1999/10
above median,11/1/1999,0.28,0.24,1,0.20,1999/11
above median,12/1/1999,0.42,0.38,1,0.33,1999/12
above median,1/1/2000,0.27,0.23,1,0.19,2000/01
above median,2/1/2000,0.50,0.46,1,0.41,2000/02
above median,3/1/2000,0.42,0.38,1,0.34,2000/03
above median,4/1/2000,0.52,0.48,1,0.43,2000/04
above median,5/1/2000,0.32,0.28,1,0.23,2000/05
above median,6/1/2000,0.32,0.28,1,0.23,2000/06
above median,7/1/2000,0.30,0.26,1,0.22,2000/07
above median,8/1/2000,0.40,0.36,1,0.32,2000/08
above median,9/1/2000,0.36,0.31,1,0.27,2000/09
above median,10/1/2000,0.27,0.22,1,0.19,2000/10
above median,11/1/2000,0.21,0.16,1,0.13,2000/11
above median,12/1/2000,0.19,0.15,1,0.10,2000/12
above median,1/1/2001,0.42,0.36,1,0.32,2001/01
above median,2/1/2001,0.37,0.33,1,0.28,2001/02
above median,3/1/2001,0.56,0.52,1,0.47,2001/03
above median,4/1/2001,0.50,0.45,1,0.41,2001/04
above median,5/1/2001,0.46,0.41,1,0.37,2001/05
above median,6/1/2001,0.48,0.43,1,0.39,2001/06
above median,7/1/2001,0.51,0.47,1,0.42,2001/07
above median,8/1/2001,0.54,0.50,1,0.45,2001/08
above median,9/1/2001,0.47,0.42,1,0.38,2001/09
above median,10/1/2001,0.46,0.42,1,0.38,2001/10
above median,11/1/2001,0.66,0.61,1,0.58,2001/11
above median,12/1/2001,0.42,0.37,1,0.32,2001/12
above median,1/1/2002,0.71,0.66,1,0.62,2002/01
above median,2/1/2002,0.75,0.71,1,0.66,2002/02
above median,3/1/2002,0.75,0.70,1,0.65,2002/03
above median,4/1/2002,0.51,0.47,1,0.42,2002/04
above median,5/1/2002,0.47,0.43,1,0.38,2002/05
above median,6/1/2002,0.52,0.48,1,0.44,2002/06
above median,7/1/2002,0.53,0.49,1,0.45,2002/07
above median,8/1/2002,0.49,0.45,1,0.40,2002/08
above median,9/1/2002,0.47,0.42,1,0.39,2002/09
above median,10/1/2002,0.45,0.41,1,0.37,2002/10
above median,11/1/2002,0.49,0.45,1,0.42,2002/11
above median,12/1/2002,0.37,0.33,1,0.28,2002/12
above median,1/1/2003,0.65,0.60,1,0.55,2003/01
above median,2/1/2003,0.50,0.45,1,0.41,2003/02
above median,3/1/2003,0.51,0.46,1,0.42,2003/03
above median,4/1/2003,0.48,0.44,1,0.39,2003/04
above median,5/1/2003,0.52,0.48,1,0.43,2003/05
above median,6/1/2003,0.50,0.46,1,0.42,2003/06
above median,7/1/2003,0.52,0.48,1,0.43,2003/07
above median,8/1/2003,0.59,0.55,1,0.51,2003/08
above median,9/1/2003,0.58,0.54,1,0.51,2003/09
above median,10/1/2003,0.65,0.61,1,0.57,2003/10
above median,11/1/2003,0.50,0.46,1,0.43,2003/11
above median,12/1/2003,0.64,0.60,1,0.55,2003/12
above median,1/1/2004,0.55,0.50,1,0.46,2004/01
above median,2/1/2004,0.65,0.61,1,0.57,2004/02
above median,3/1/2004,0.57,0.53,1,0.48,2004/03
above median,4/1/2004,0.52,0.48,1,0.43,2004/04
above median,5/1/2004,0.36,0.32,1,0.27,2004/05
above median,6/1/2004,0.37,0.33,1,0.29,2004/06
above median,7/1/2004,0.39,0.36,1,0.32,2004/07
above median,8/1/2004,0.44,0.40,1,0.35,2004/08
above median,9/1/2004,0.48,0.44,1,0.41,2004/09
above median,10/1/2004,0.51,0.47,1,0.44,2004/10
above median,11/1/2004,0.64,0.60,1,0.56,2004/11
above median,12/1/2004,0.40,0.36,1,0.31,2004/12
above median,1/1/2005,0.60,0.55,1,0.51,2005/01
above median,2/1/2005,0.44,0.40,1,0.35,2005/02
above median,3/1/2005,0.61,0.56,1,0.52,2005/03
above median,4/1/2005,0.65,0.60,1,0.56,2005/04
above median,5/1/2005,0.56,0.52,1,0.48,2005/05
above median,6/1/2005,0.59,0.55,1,0.51,2005/06
above median,7/1/2005,0.59,0.55,1,0.51,2005/07
above median,8/1/2005,0.58,0.54,1,0.50,2005/08
above median,9/1/2005,0.61,0.57,1,0.53,2005/09
above median,10/1/2005,0.65,0.61,1,0.57,2005/10
above median,11/1/2005,0.67,0.63,1,0.59,2005/11
above median,12/1/2005,0.51,0.47,1,0.42,2005/12
above median,1/1/2006,0.43,0.39,1,0.34,2006/01
above median,2/1/2006,0.61,0.56,1,0.51,2006/02
above median,3/1/2006,0.51,0.46,1,0.42,2006/03
above median,4/1/2006,0.45,0.41,1,0.36,2006/04
above median,5/1/2006,0.44,0.40,1,0.36,2006/05
above median,6/1/2006,0.57,0.53,1,0.49,2006/06
above median,7/1/2006,0.52,0.49,1,0.45,2006/07
above median,8/1/2006,0.57,0.53,1,0.48,2006/08
above median,9/1/2006,0.54,0.50,1,0.46,2006/09
above median,10/1/2006,0.60,0.56,1,0.52,2006/10
above median,11/1/2006,0.58,0.54,1,0.50,2006/11
above median,12/1/2006,0.75,0.70,1,0.64,2006/12
above median,1/1/2007,0.88,0.83,1,0.79,2007/01
above median,2/1/2007,0.60,0.56,1,0.51,2007/02
above median,3/1/2007,0.56,0.52,1,0.48,2007/03
above median,4/1/2007,0.62,0.58,1,0.53,2007/04
above median,5/1/2007,0.49,0.45,1,0.41,2007/05
above median,6/1/2007,0.46,0.42,1,0.38,2007/06
above median,7/1/2007,0.48,0.44,1,0.41,2007/07
above median,8/1/2007,0.48,0.44,1,0.40,2007/08
above median,9/1/2007,0.50,0.46,1,0.42,2007/09
above median,10/1/2007,0.52,0.48,1,0.45,2007/10
above median,11/1/2007,0.43,0.39,1,0.35,2007/11
above median,12/1/2007,0.39,0.35,1,0.30,2007/12
above median,1/1/2008,0.22,0.17,1,0.13,2008/01
above median,2/1/2008,0.29,0.25,1,0.20,2008/02
above median,3/1/2008,0.59,0.55,1,0.50,2008/03
above median,4/1/2008,0.37,0.33,1,0.28,2008/04
above median,5/1/2008,0.38,0.34,1,0.30,2008/05
above median,6/1/2008,0.41,0.36,1,0.33,2008/06
above median,7/1/2008,0.49,0.45,1,0.41,2008/07
above median,8/1/2008,0.47,0.43,1,0.38,2008/08
above median,9/1/2008,0.45,0.41,1,0.37,2008/09
above median,10/1/2008,0.59,0.55,1,0.51,2008/10
above median,11/1/2008,0.56,0.52,1,0.49,2008/11
above median,12/1/2008,0.43,0.39,1,0.35,2008/12
above median,1/1/2009,0.53,0.48,1,0.44,2009/01
above median,2/1/2009,0.48,0.44,1,0.39,2009/02
above median,3/1/2009,0.45,0.41,1,0.36,2009/03
above median,4/1/2009,0.56,0.52,1,0.47,2009/04
above median,5/1/2009,0.48,0.44,1,0.40,2009/05
above median,6/1/2009,0.60,0.55,1,0.52,2009/06
above median,7/1/2009,0.58,0.54,1,0.50,2009/07
above median,8/1/2009,0.63,0.59,1,0.54,2009/08
above median,9/1/2009,0.60,0.56,1,0.53,2009/09
above median,10/1/2009,0.56,0.52,1,0.48,2009/10
above median,11/1/2009,0.59,0.55,1,0.51,2009/11
above median,12/1/2009,0.51,0.47,1,0.43,2009/12
above median,1/1/2010,0.61,0.56,1,0.52,2010/01
above median,2/1/2010,0.62,0.58,1,0.53,2010/02
above median,3/1/2010,0.72,0.68,1,0.63,2010/03
above median,4/1/2010,0.72,0.68,1,0.63,2010/04
above median,5/1/2010,0.63,0.59,1,0.55,2010/05
above median,6/1/2010,0.63,0.59,1,0.55,2010/06
above median,7/1/2010,0.66,0.62,1,0.58,2010/07
above median,8/1/2010,0.58,0.54,1,0.49,2010/08
above median,9/1/2010,0.48,0.44,1,0.41,2010/09
above median,10/1/2010,0.54,0.50,1,0.46,2010/10
above median,11/1/2010,0.64,0.59,1,0.55,2010/11
above median,12/1/2010,0.39,0.34,1,0.30,2010/12
above median,1/1/2011,0.36,0.31,1,0.27,2011/01
above median,2/1/2011,0.37,0.33,1,0.29,2011/02
above median,3/1/2011,0.47,0.43,1,0.38,2011/03
above median,4/1/2011,0.52,0.48,1,0.44,2011/04
above median,5/1/2011,0.43,0.38,1,0.34,2011/05
above median,6/1/2011,0.54,0.49,1,0.45,2011/06
above median,7/1/2011,0.55,0.51,1,0.47,2011/07
above median,8/1/2011,0.53,0.49,1,0.43,2011/08
above median,9/1/2011,0.50,0.45,1,0.42,2011/09
above median,10/1/2011,0.50,0.45,1,0.42,2011/10
above median,11/1/2011,0.39,0.35,1,0.31,2011/11
above median,12/1/2011,0.45,0.40,1,0.36,2011/12
above median,1/1/2012,0.35,0.31,1,0.26,2012/01
above median,2/1/2012,0.35,0.30,1,0.26,2012/02
above median,3/1/2012,0.40,0.36,1,0.32,2012/03
above median,4/1/2012,0.61,0.58,1,0.53,2012/04
above median,5/1/2012,0.61,0.57,1,0.53,2012/05
above median,6/1/2012,0.60,0.56,1,0.52,2012/06
above median,7/1/2012,0.55,0.51,1,0.47,2012/07
above median,8/1/2012,0.58,0.54,1,0.49,2012/08
above median,9/1/2012,0.59,0.55,1,0.52,2012/09
above median,10/1/2012,0.59,0.56,1,0.51,2012/10
above median,11/1/2012,0.60,0.55,1,0.51,2012/11
above median,12/1/2012,0.31,0.28,1,0.23,2012/12
above median,1/1/2013,0.50,0.45,1,0.40,2013/01
above median,2/1/2013,0.53,0.49,1,0.43,2013/02
above median,3/1/2013,0.44,0.40,1,0.36,2013/03
above median,4/1/2013,0.48,0.44,1,0.40,2013/04
above median,5/1/2013,0.57,0.52,1,0.48,2013/05
above median,6/1/2013,0.53,0.49,1,0.44,2013/06
above median,7/1/2013,0.55,0.51,1,0.47,2013/07
above median,8/1/2013,0.58,0.53,1,0.48,2013/08
above median,9/1/2013,0.58,0.54,1,0.49,2013/09
above median,10/1/2013,0.54,0.50,1,0.45,2013/10
above median,11/1/2013,0.68,0.64,1,0.60,2013/11
above median,12/1/2013,0.55,0.51,1,0.46,2013/12
above median,1/1/2014,0.57,0.52,1,0.48,2014/01
above median,2/1/2014,0.36,0.31,1,0.26,2014/02
above median,3/1/2014,0.61,0.56,1,0.52,2014/03
above median,4/1/2014,0.69,0.66,1,0.61,2014/04
above median,5/1/2014,0.64,0.60,1,0.56,2014/05
above median,6/1/2014,0.66,0.62,1,0.58,2014/06
above median,7/1/2014,0.58,0.54,1,0.50,2014/07
above median,8/1/2014,0.70,0.67,1,0.61,2014/08
above median,9/1/2014,0.63,0.59,1,0.55,2014/09
above median,10/1/2014,0.66,0.63,1,0.58,2014/10
above median,11/1/2014,0.53,0.49,1,0.46,2014/11
above median,12/1/2014,0.68,0.63,1,0.59,2014/12
above median,1/1/2015,0.73,0.69,1,0.64,2015/01
above median,2/1/2015,0.70,0.66,1,0.61,2015/02
above median,3/1/2015,0.73,0.68,1,0.64,2015/03
above median,4/1/2015,0.70,0.66,1,0.61,2015/04
above median,5/1/2015,0.73,0.70,1,0.65,2015/05
above median,6/1/2015,0.78,0.73,1,0.69,2015/06
above median,7/1/2015,0.73,0.70,1,0.66,2015/07
above median,8/1/2015,0.77,0.73,1,0.68,2015/08
above median,9/1/2015,0.83,0.78,1,0.75,2015/09
above median,10/1/2015,0.86,0.82,1,0.78,2015/10
above median,11/1/2015,0.85,0.81,1,0.77,2015/11
above median,12/1/2015,1.05,1.01,1,0.96,2015/12
above median,1/1/2016,0.96,0.91,1,0.86,2016/01
above median,2/1/2016,1.10,1.06,1,1.01,2016/02
above median,3/1/2016,1.10,1.06,1,1.02,2016/03
